ticket_id,rsltn_type,rsltn_status,rsltn_date,rsltn_byuser,rsltn_servicedate,rsltn_servicennumber,rsltn_eta,rsltn_etd,rsltn_inspection,rsltn_actiontaken,rsltn_actionmethod,current_nex,rsltn_planning,rsltn_remark
1004-33(L),,,2010-08-04 16:15:17,NIK,,,,,,Call user. Spoke with PIT Raja Norsihan. Confirmed no problem anymore. Log allow to close.,,Next Action Plan :,,
1004-34(L),,,2010-08-04 16:15:27,NIK,,,,,,Call user. Spoke with PIT Raja Norsihan. Confirmed no problem anymore. Log allow to close.,,Next Action Plan :,,
1004-36(L),,,2010-08-04 15:16:18,SUZIE,,,,,,Problem inform to Faizal verbally.,,Next Action Plan :,,
1004-36(L),,,2010-08-04 15:14:27,SUZIE,,,,,,"Recieved call from Amin. Effect occur once today, yesterday also occured once. He did restart spooler workstation, and currently job continue as usual.",,Next Action Plan :,,
1004-35(L),,,2010-08-04 14:58:07,NIK,,,,,,"Calluser spoke with En Rafizal. He informed that after imbas photo, PC will hang and error appear. As user to unplug the USB cable from camera to CPU and plug it back and restart camera and PC. Will call back after 15 minutes. User ask to call his mobile no. Rafizal: 0139171948.",,Next Action Plan :,,
1004-34(L),,,2010-08-04 14:04:29,NIK,,,,,,Received SMS from Zul. He arrived at site around 12:05pm. production running but sometimes book stuck between ccd and E2000 at all toppan because of book condition. Zul make several adjustment at all toppans. No more stuck anymore. Problem resolved.,,Next Action Plan :,,
1004-33(L),,,2010-08-04 14:04:54,NIK,,,,,,Received SMS from Zul. He arrived at site around 12:05pm. production running but sometimes book stuck between ccd and E2000 at all toppan because of book condition. Zul make several adjustment at all toppans. No more stuck anymore. Problem resolved.,,Next Action Plan :,,
1004-34(L),,,2010-08-04 13:26:00,SUZIE,,,,,,Call Zul - just out from WPIN. Task assign to him.,,Next Action Plan :,,
1004-34(L),,,2010-08-04 11:23:41,SUZIE,,,,,,"Received call form PIT Raja Nor Sihan inform all E2000 facing book jammed inside CCD with error CHECK CAMERA UNIT. They just recived new bundle of passport starting 2223 6402 to 2223 6466, till this time more than 20 passport out empty from E2000. Advice to tense passport born before entering into PF - several passport succeed but the blance still causing the same prob.",,Next Action Plan :,,
1004-03(L),,,2010-07-04 13:21:26,NIK,,,2010-01-04 12:45:00,2010-01-04 15:40:00,,Received CM report from Ashok. Adjust retainer guide. Monitor production. Production continue as usual.,,Next Action Plan :,,
1004-27(O),,,2010-08-04 12:54:15,NIK,,,,,,Prepare OKI. Sent to site via fedex. S/N: 709B8012332. Model: OKI ML390FB.,,Next Action Plan :,,
1004-32(L),,,2010-08-04 10:39:40,NIK,,,,,,"Received sms from Liza. After do SP1 platen, problem resolved. Log allow to close.",,Next Action Plan :,,
1004-32(L),,,2010-08-04 10:19:33,NIK,,,,,,Call Liza. She informed that she already clean platen roller and orange roller. But still not ok. Ask liza to do SP1 platen. Will call back later.,,Next Action Plan :,,
1004-33(L),,,2010-08-04 11:26:20,SUZIE,,,,,,Call Zul - just out from WPIN. Task assign to him.,,Next Action Plan :,,
1004-33(L),,,2010-08-04 11:23:24,SUZIE,,,,,,"Received call form PIT Raja Nor Sihan inform all E2000 facing book jammed inside CCD with error CHECK CAMERA UNIT. They just recived new bundle of passport starting 2223 6402 to 2223 6466, till this time more than 20 passport out empty from E2000. Advice to tense passport born before entering into PF - several passport succeed but the blance still causing the same prob.",,Next Action Plan :,,
1004-31(L),,,2010-07-04 14:34:45,SUZIE,,,,,,Call ADUKOM and status update to Zana as Rosmaiza engaged. Noted - she close status of log.,,Next Action Plan :,,
1004-31(L),,,2010-07-04 14:32:57,SUZIE,,,,,,"Call process room direct line and status confirm with PIT Raja Nor Sihan - as per today, no problem occur. All went in order - job continue as usual.",,Next Action Plan :,,
1004-31(L),,,2010-07-04 14:31:41,SUZIE,,,,,,"Received call from ADUKOM Rosmaiza inform HTP advice us to restart Toppan E2000 as from their investigation, there is no problem with their mapping.",,Next Action Plan :,,
1004-26(O),,,2010-07-04 17:54:36,NIK,,,,,,Call ADUKOM. Spoke with Zana. Explained to her that no problem with the database. As mentioned by user Suriani also no problem anymore. Log close.,,Next Action Plan :,,
1004-24(L),,,2010-07-04 17:49:56,NIK,,,,,,Call user spoke with mdm Chan. About 50 passport print without problem. Log allow to close.,,Next Action Plan :,,
1004-25(L),,,2010-07-04 17:49:11,NIK,,,,,,Call user spoke with mdm Chan. About 50 passport print without problem. Log allow to close.,,Next Action Plan :,,
1004-24(L),,,2010-07-04 16:53:26,NIK,,,,,,Received SMS from Zul. He arrived on site around 2.30pm. Found problem with spring inside feeder. But now problem resolved. But still have to monitor tomorrow. ,,Next Action Plan :,,
1004-25(L),,,2010-07-04 16:53:55,NIK,,,,,,Received SMS from Zul. He arrive don site around 2.30pm. Found that problem with feeder. But Zul already open the feeder. Now no problem anymore.,,Next Action Plan :,,
1004-17(L),,,2010-07-04 17:03:39,NIK,,,2010-06-04 08:00:00,2010-06-04 11:00:00,,"Receive dCM report from Rosdi. 
Action takne:
1. Cut off the used laminate.
2. Reinstalled the laminate.
3. Changed parameter ID.
ID56 6->4
ID58 6->4
Test print ok. Monitor production.",,Next Action Plan :,,
1004-30(L),,,2010-07-04 17:01:19,NIK,,,,,,Log close since this problem already resolved by Yuusf on site no reported problem from user regarding this problem.,,Next Action Plan :,,
1004-30(L),,,2010-07-04 16:54:51,NIK,,,2010-03-28 10:30:00,2010-03-28 11:30:00,,"Received CM report from Yusuf on 05/04/2010. On site on 28/03/2010 around 10:30am.
Action taken:
1. Clean platen roller and thermal head.
2. Reposition peel bar.
3. Test print.
4. Production mpnitored.",,Next Action Plan :,,
1004-29(L),,,2010-07-04 16:51:06,NIK,,,,,,Log close since this problem already resolved by Yuusf on site no reported problem from user regarding this problem.,,Next Action Plan :,,
1004-29(L),,,2010-07-04 16:46:01,NIK,,,2010-03-30 10:30:00,2010-03-30 12:15:00,,"Received CM report from Yusuf on 05/04/2010. Yuusf on site for site visit a sa new regional engineer on 30/03/2010 around 10:30am.
Action taken:
1. Readjust book size limiter (feeder).
2. Took out CCD's cover, all position and pass sensor cleaned.
3. Production monitored.
",,Access door at process room does not work - need further action.,Access door at process room does not work - need further action.,
1004-28(L),,,2010-07-04 16:39:17,NIK,,,,,,Log close since this problem already resolved by Yuusf on site no reported problem from user regarding this problem.,,Next Action Plan :,,
1004-28(L),,,2010-07-04 16:35:55,NIK,,,2010-03-29 10:00:00,2010-03-29 14:00:00,,"Received CM report from Yusuf on 05/04/2010. He on site on 29/03/2010 around 10:00am. 
Action taken:
1. Took out cover.
2. All sensors inspected and volateg recorded.
3. S13 and S12 sensor adjusted.S12 replaced. S13 repo-cleaned.
Production monitored.",,Next Action Plan :,,
1003-89(L),,,2010-07-04 16:28:32,NIK,,,2010-03-19 13:15:00,2010-03-19 17:00:00,,"Received CM report from Yusuf. Problem MEDIA FEED ERROR, BOOK FEED ERROR 1 and CHECK CAMERA UNIT.
Action taken:
1. Took out printer cover. Pass sensor voltage measured.
2. Feed test with CCD cover opened.
3. Reposition CCD exit lip.
4. 20 passports successfully feed.
5. 60 passport successfully print with no damage.
Production run as usual.",,Next Action Plan :,,
1003-32(L),,,2010-07-04 16:25:08,NIK,,,2010-08-03 14:20:00,2010-08-03 16:15:00,,"Received CM report from Yusuf. On site found that peel off happened because passport stuck inside printer.
Action taken:
1. Increased retainer clearence.
2. Reduced nip pressure from 80 to 78.
3. Increase ID9 from 1 to 3.
4. Production monitored.
Production run as expected.",,Next Action Plan :,,
1004-08(L),,,2010-07-04 16:16:44,NIK,,,2010-02-04 12:15:00,2010-02-04 16:00:00,,"Received CM report from Rosdi.
Action taken:
1. Check old RTE, cannot QA.
2. Change with new RTE (Loan).
3. Test QA - failed.
4. Replaced JIM folder with a new folder copied from another QA PC.
5. Test and success.
Loan: 5RL13932
old: 5RL13914",,Next Action Plan :,,
1003-61(L),,,2010-07-04 16:08:25,NIK,,,2010-03-16 14:45:00,2010-03-16 18:15:00,,"Received CM report from Arham. 
Action taken:
1. Clean (general).
2. change S7 with new one. before: 2.73hz. AFter:0.42Hz.
3. Monitor productions.
Problem solved. Printer in good condition.",,Next Action Plan :,,
1003-130(L),,,2010-05-04 16:00:14,NIK,,,2010-03-29 15:45:00,2010-03-29 17:30:00,,"Received CM report from Yusuf. Problem: CHECK CAMERA COVER OPEN and Spooling caller self-closed.
Action take:
1. Open CCD cover.
2. Tied microswitch (true -value=1).
3. production monitored.
4. Change network point.",,"Network connected to this spooler always self unplug, has change to another network point if persist need to change the cable.","Network connected to this spooler always self unplug, has change to another network point if persist need to change the cable.",
1003-35(L),,,2010-05-04 15:53:33,NIK,,,2010-10-03 16:00:00,,,"Received CM report from Rosdi. Turn table error. Error TURN ERROR 20011. 'Malaysia' blured.
Action taken:
1. Measured voltage sensor.
2. Reposition S12 to reduce the voltage but failed since the cover already opened.
3. Changed S12 (New sensor).
4. Adjust thermal head (Peel bar).",,Next Action Plan :,,
1003-31(L),,,2010-05-04 15:50:02,NIK,,,2010-09-03 11:30:00,2010-10-03 10:00:00,,"Received CM report from Rosdi.
Action taken:
1. Checked thermal head.
2. Did some adj to the thermal head ( Peel bar and shim thickness).
3. Put a grease to the thermal head shaft.
4. Test print and monitor production.",,,0,
1004-11(L),,,2010-05-04 15:45:50,NIK,,,2010-03-04 09:45:00,2010-04-04 13:30:00,,"Received CM report from Isyraf. On site on 3 and 4 april 2010. Found that FILM EMPTY error and film defect. 
Action taken:
1. change new S7.
2. Done crystagram adj.
3. Reposition S13.
4. Change the current film since the current film defect.
5. Production monitored for two days.
6. Done cleaning procedure.
7. Reconnect the fiber optic for crystagram adj.",,Next Action Plan :,,
1004-27(O),,,2010-07-04 15:07:44,NIK,,,,,,Call Azlan. Confirmed with him that their flight back to KL is on saturday. Will sent unit to site tomorrow and unit will be arrive on friday.Ask Axlan to test the unit first. Noted.,,Next Action Plan :,,
1004-27(O),,,2010-07-04 14:55:07,NIK,,,,,,Check with Zul. have one OKI sent to repair and ready to clooect at DTR infoproduct. Assign Fakhrul to take unit from there. Will deliver the unit via fedex tomorow morning.,,Next Action Plan :,,
1004-27(O),,,2010-07-04 14:45:33,NIK,,,,,,"As advise by suzie, to sent one unit to site. But the OKI printer that left at office only the new model and En razi informed that the new one cannot be use at oversea site. ",,Next Action Plan :,,
1004-27(O),,,2010-07-04 14:43:16,NIK,,,,,,"Call Azlan after received his SMS ask to call back. He informed that have one OKI printer for serahan, after service by Mesiniaga, oki become problem. Sometime it slow and sometime it failed to print and cause paper crumble. I will check at office and will call back Azlan to update.",,Next Action Plan :,,
1004-23(O),,,2010-07-04 15:27:47,NIK,,,,,,Recieved sms from Faizal. He still check. Still monitor to see if user key in wrong data the time at counter. will see the result until tomorrow.,,Next Action Plan :,,
1004-26(O),,,2010-07-04 15:24:56,NIK,,,,,,Sent SMS to Faizal. He reply that the problem is because of the network. Will informed this to ADUKOM.,,Next Action Plan :,,
1004-26(O),,,2010-07-04 15:18:35,NIK,,,,,,"Call user spoke with Suriani. She said that she alreday check with Pn Zaida, and they dont have the number. ",,Next Action Plan :,,
1004-26(O),,,2010-07-04 13:38:53,NIK,,,,,,"Call user. Spoke with Suriani. She want to out for lunch. So she ask to call back later since the detail with Pn Zaida, and she also out for lunch.",,Next Action Plan :,,
1004-26(O),,,2010-07-04 13:30:20,NIK,,,,,,Informed this problem to Faizal. He will be at Putrajaya today to check the problem log 1004-23(O). He will check this problem too. But he ask to take the passport no or form no that facing the problem.,,Next Action Plan :,,
1004-25(L),,,2010-07-04 13:28:17,NIK,,,,,,Zul out from office.,,Next Action Plan :,,
1004-24(L),,,2010-07-04 13:28:38,NIK,,,,,,Zul out of office.,,Next Action Plan :,,
1004-24(L),,,2010-07-04 12:23:42,NIK,,,,,,"Call Zul at office since im outside office now, having lunch. Informed thsi problem to Zul. Assign him to go look on site since problem keep repeated.",,Next Action Plan :,,
1004-25(L),,,2010-07-04 12:23:44,NIK,,,,,,"Call Zul at office since im outside office now, having lunch. Informed thsi problem to Zul. Assign him to go look on site since problem keep repeated.",,Next Action Plan :,,
1004-25(L),,,2010-07-04 12:17:56,NIK,,,,,,"Call user. Spoke with Mdm Chan. She informed that today this error keep appear. They restart printer but error will appear after that. They think have problem with feeder because passport will stuck at feeder. Since many people today and they need to close counter because all printer problem, they ask to sent engineer.",,Next Action Plan :,,
1004-24(L),,,2010-07-04 12:17:59,NIK,,,,,,"Call user. Spoke with Mdm Chan. She informed that today this error keep appear. They restart printer but error will appear after that. They think have problem with feeder because passport will stuck at feeder. Since many people today and they need to close counter because all printer problem, they ask to sent engineer.",,Next Action Plan :,,
1004-21(L),,,2010-07-04 11:39:56,NIK,,,,,,Call Irwan's mobile. He informed today no problem occur to printer. Just once MEDIA FEED ERROR but ok after restart. So he allow to close.,,Next Action Plan :,,
1004-23(O),,,2010-07-04 11:20:11,NIK,,,,,,Received report from Rosmaizah ADUKOM. She informed that problem already gave to HTP before this but HTP ask to refer to us suspect problem with program cetakan. HTP person: En Kamaruddin.,,Next Action Plan :,,
1004-23(O),,,2010-07-04 11:29:06,NIK,,,,,,"Call user spoke with Suriani. She give passport number.
T1 from H 22159640 printed as A 22159640.
T2 from A 22159679 printed as K 22159679.
Pass the number to faizal. Faizal will check.",,Next Action Plan :,,
1004-23(O),,,2010-07-04 11:25:29,NIK,,,,,,"Informed problem to Faizal, he ask to take passport number with user.",,Next Action Plan :,,
1004-23(O),,,2010-07-04 11:21:45,NIK,,,,,,"Call user. Spoke with Suraini. She informed that 1 passport print wrong at toppan 1 and 1 passport print wrong at toppan 2. At toppan 1, prefix H printed as A and at toppan 2 prefix A printed as K. At spooler list, read correct prefix but printed wrong at passport.",,Next Action Plan :,,
1004-22(L),,,2010-07-04 11:20:01,NIK,,,,,,ADUKOM Rosmaizah call to give log 1004-23(L). Close log with her.,,Next Action Plan :,,
1004-21(L),,,2010-07-04 10:43:02,NIK,,,,,,Call user many times but nobody pickup.,,Next Action Plan :,,
1004-22(L),,,2010-07-04 10:46:46,NIK,,,,,,"Call user again. Spoke with Dayang. After she clean, no problem occur anymore. she already print a lot of passport. Log alllow to close.",,Next Action Plan :,,
1004-22(L),,,2010-07-04 09:52:46,NIK,,,,,,Call user. At first spoke with En Ariffin. He pass phone to Dayang. Dayang  informed that dislocation happened. I guide dayang to clean platen roller and orange roller. Dayang will do first and i will update status with her later.,,Next Action Plan :,,
1004-21(L),,,2010-07-04 09:30:02,NIK,,,,,,"As mentioned by Naufal, he just can test print yesterday. So no error can be see. So need to monitor printer status today.",,Next Action Plan :,,
